Compound Name,Compound Class,Chromatography - ion mode,Compound Name Leg,Formula,Mass,RT,CAS ID,blank-1,blank-2,blank-3,P H-433,P H-457,P H-458,P H-459,P H-460,P H-461,P H-462,P H-463,P H-464,P H-466,P H-467,P H-468,P H-469 -1,P H-469 -2 ,P H-470,P H-471,P H-472,P H-473,P H-474,P H-475,P H-476,P H-477,P H-478,P H-479,P H-480,P H-481,P H-482,P H-483,P H-484,P H-485,P H-486,P H-487,P H-488,P H-489,P H-490,P H-491,P H-492,P H-495,P H-496,P H-497,P H-498,P H-499,P H-501,P H-502,P H-504,P H-505,P H-506,P H-507,P H-509,P H-510,P H-511,P H-512,P H-513,P H-514,P H-515,P H-516,QC-P pool-1,QC-P pool-2,QC-P pool-3,QC-P pool-4,QC-P pool-5,QC-P pool-6
LPC 18:1/0:0@5.769,Lysophophatidylcholine,HSSneg,HSSneg_LPC 18:1/0:0@5.769,C26H52NO7P,521.34814,5.67,,6320,1368,6905,9561955,17911154,17405924,42199372,34819284,41525128,76077040,27478598,59592352,38611268,25480402,37602016,54105384,30464306,13202225,21735276,60819980,34309348,31254622,31279706,60229428,69794984,38765776,34829784,87891104,31525624,29735192,35576560,44091176,36170152,76785232,10955565,24109362,67418120,33513374,45101192,42762668,34658440,36505028,82246240,24906166,42538424,18814354,27147054,29429212,38913880,55617804,31533096,30702904,29439106,38351532,20285058,23439210,13619536,34569168,32609940,45673436,44711460,36872244,33035034,27167574,24617916
LPC 18:1/0:0@5.324,Lysophophatidylcholine,HSSneg,HSSneg_LPC 18:1/0:0@5.324,C26H52NO7P,521.34814,5.22,,3484,6744,4205,1189412,1884774,1945047,4770126,3724586,4574942,7777794,2959419,6311665,3956178,2706326,3915131,5805630,3224752,1455473,2378211,6030295,3741011,3128473,3149318,6229590,7465975,3970066,3800704,8999804,3343563,3066236,3847197,4826144,4017639,8342459,1146169,2688259,7007390,3437123,4689619,4612140,3616268,3827212,8953889,2653781,4705465,1903315,2967902,3124075,4055371,5967962,3208061,3344824,3272323,4040531,2221620,2560060,1504526,3631085,3714983,4896651,4927096,3900163,3460005,2948607,2710832
LPC 18:2/0:0@4.33,Lysophophatidylcholine,HSSneg,HSSneg_LPC 18:2/0:0@4.33,C26H50NO7P,519.33249,4.24,,4800,1455,2467,18159614,40613104,41835268,79558408,79975248,62807524,128797912,57771172,107965072,82569128,45791480,74852768,126990584,78792160,36771440,68416648,109605896,64390892,94462064,77814872,92259664,116723888,99510632,86030720,147070928,73607928,66790956,62147008,85375440,76501096,124275736,28355798,70479696,98676520,65309004,88897224,80857784,75067128,65713628,119480192,48808896,75265216,45009108,50725704,59056176,83356976,111299384,68886808,92760032,74055400,88269080,69728216,55468728,43739056,66464364,68111744,89958584,89808344,77725584,64930328,53476228,48414728
LPC 18:2/0:0@4.003,Lysophophatidylcholine,HSSneg,HSSneg_LPC 18:2/0:0@4.003,C26H50NO7P,519.33249,3.94,,5186,6541,3249,2655662,6145801,6184893,12950639,12070724,10231192,20273270,8732637,17097222,11871348,6946367,11816125,19778072,11975778,5675882,10456525,17097736,10065577,14166956,11914306,15087198,18101914,15810325,13159830,24167218,11250389,10140594,9858608,13090091,11772300,19254794,3818948,10484568,15291760,10219405,13384429,12375581,11697243,10733223,18962034,7612743,11993135,6961040,7821068,9114182,12391691,17618336,10689250,14332889,10910505,14133891,11244299,8720441,6457630,9790808,11024122,13791408,14150228,12050749,9952594,8319319,7558331
LPC 18:3/0:0@3.378,Lysophophatidylcholine,HSSneg,HSSneg_LPC 18:3/0:0@3.378,C26H48NO7P,517.31684,3.31,,112,5348,98,261575,572009,565448,885625,763049,762972,1254478,775636,1308442,706382,616052,883067,1137251,496584,652838,526586,1235386,930127,914240,712960,888671,1054674,987685,1068312,1099292,1037238,823859,745725,985669,635876,1513902,312878,644639,1052659,814087,997319,733499,771746,723121,1448984,728043,1166497,508354,612124,1004429,848873,1030592,863203,838969,811537,799772,779621,579426,436794,800743,655113,1043529,908904,736045,715193,659461,550555
LPC 19:0/0:0@8.714,Lysophophatidylcholine,HSSneg,HSSneg_LPC 19:0/0:0@8.714,C27H56NO7P,537.37944,8.64,,5604,5194,5273,368663,585338,1006505,806563,1388404,900093,2249752,1033465,1354913,1201866,752826,928338,2354672,1106308,1052452,757410,1336045,1434148,1371281,1614847,1655733,1771768,1088607,1274256,1358823,1842060,843883,705311,1209273,817625,1799581,766768,1080009,1034742,1186507,737211,856457,1012308,622985,1341537,842905,1024565,987049,1005036,641686,897499,1261406,1586422,1627331,1308593,929877,1355557,912582,844829,1216798,1208596,1440831,1424753,1069812,1013099,867396,827757
LPC 19:0/0:0@9.04,Lysophophatidylcholine,HSSneg,HSSneg_LPC 19:0/0:0@9.04,C27H56NO7P,537.37944,8.9,,5542,5228,7168,286915,500708,934099,497363,1013985,496666,1538043,623259,825286,799975,456553,727275,1620483,859632,880331,575655,899183,881466,1322351,1121446,1171908,1150150,979445,947795,883723,1174131,712282,471552,744107,500460,1241673,694027,919903,655457,806991,1245432,720001,752815,438663,914362,621816,700512,570953,784947,551988,888370,1024860,1024831,1243757,839954,650348,965253,646829,719218,839400,922109,899756,994896,803296,774106,633497,557734
LPC 20:0/0:0@10.44,Lysophophatidylcholine,HSSneg,HSSneg_LPC 20:0/0:0@10.44,C28H58NO7P,551.39509,10.33,,4421,1753,5900,215283,288528,289563,342963,510458,408649,1054908,357998,682648,594919,292339,402310,838681,393582,392833,334263,600747,479129,540292,518023,787653,769850,537335,503405,865726,675901,378655,321591,451822,271686,799822,221983,375128,491553,501959,280171,399011,424101,332816,643023,273313,482917,296503,334049,319579,524272,632910,535238,508304,402560,406912,391302,327744,307915,490329,460666,651912,592079,451798,434314,355595,343801
LPC 20:1/0:0@8.111,Lysophophatidylcholine,HSSneg,HSSneg_LPC 20:1/0:0@8.111,C28H56NO7P,549.37944,8,,3968,5268,4396,237711,377395,429417,488449,774744,538848,1391685,436386,902604,619092,403362,428013,1412151,768889,373023,454930,847812,550879,748797,710890,868974,1031621,603817,599172,1263157,846543,568307,463978,661579,470063,1221931,303146,737870,880105,542530,699974,782497,510902,478863,1033226,403534,574644,433461,611498,381716,982396,1109879,917337,821555,487679,516490,470003,337734,360118,612396,679579,738453,750413,668317,524374,465326,409660
LPC 20:2/0:0@6.311,Lysophophatidylcholine,HSSneg,HSSneg_LPC 20:2/0:0@6.311,C28H54NO7P,547.36379,6.2,,9020,11673,11418,445596,1105039,885231,1602311,1851206,1376044,3402586,1006944,2233422,1499016,1094698,1218482,2844205,1700197,691685,1127044,2381252,1235212,2103642,1646408,2272287,2638933,1835816,1508780,3760023,1513862,1566375,1361840,1623075,1523099,3694322,351496,1249052,2176790,1257985,1924447,1863472,1396964,1488667,3208063,1054195,1844048,1012615,1249773,936143,2358001,2906952,1720537,1720842,1297694,1645794,1184775,937693,669361,1484804,1372997,1836904,1900592,1685754,1386619,1133359,1098219
LPC 20:2/0:0@5.846,Lysophophatidylcholine,HSSneg,HSSneg_LPC 20:2/0:0@5.846,C28H54NO7P,547.36379,5.73,,986,2805,5540,52007,118930,102545,187704,225741,147164,368854,112358,258657,166473,118747,121772,333886,210960,81311,125904,260763,148723,228889,186712,239870,305394,219490,195108,410938,180999,186410,150830,174673,164355,400163,49589,156441,260253,151691,236254,206921,159444,167016,354410,131746,204160,110864,144521,115470,277674,355011,196955,222932,162075,191497,148695,91586,82890,172777,152186,226284,225126,194806,156049,128617,110778
LPC 20:3/0:0@4.979,Lysophophatidylcholine,HSSneg,HSSneg_LPC 20:3/0:0@4.979,C28H52NO7P,545.34814,4.87,,2115,5342,1001,600999,1353882,1558959,2586413,2296493,2146598,4612864,1519156,3028992,2105635,1587682,2321630,4156556,3081983,761475,1622975,4176635,2188306,3388042,2531869,3799153,4017503,3165582,2255812,5235757,1675605,2226842,2130216,2524891,2193091,5181829,907858,1564407,2920740,1893558,2893537,3046787,2115608,2294255,5381251,1782579,3062636,1342516,1990828,1852432,3209510,4355353,2246764,2640936,1936925,2081529,2199171,1666225,908740,2232108,2137844,2884814,2875423,2210235,2082232,1830154,1746306
LPC 20:4/0:0@4.167,Lysophophatidylcholine,HSSneg,HSSneg_LPC 20:4/0:0@4.167,C28H50NO7P,543.33249,4.09,,2745,5093,953,3932749,7793683,12209862,13573157,14181881,11134592,25751528,10604086,15180820,13294916,8467652,14209127,23831104,21247130,6012683,12176189,20591298,13343901,22577858,17401190,20548772,22194280,17594472,12795320,25369228,11893225,14676354,9881841,14333250,11487823,26039236,17006142,12420883,15046914,11253653,16813838,16472203,13528143,10835205,27069238,11931546,15953675,8808323,12135918,11524383,20068766,22799686,15156197,17609702,12647040,11846566,15313573,9194530,7821331,12902051,12707130,17415484,16823852,12958387,12544489,10917143,10073832
LPC 20:4/0:0@3.886,Lysophophatidylcholine,HSSneg,HSSneg_LPC 20:4/0:0@3.886,C28H50NO7P,543.33249,3.82,,1310,3121,5884,634212,1299547,1895571,2436253,2292348,1960563,4088298,1673950,2853805,2054672,1481332,2290319,3825620,3079424,928742,2033676,3453657,2224933,3435795,2647408,3464934,3771233,2825939,2117018,4345070,1906714,2271473,2018881,2387021,2001128,4567170,2410747,1947284,2617559,1861165,2747712,2661387,2198590,1906327,4609943,1932137,2824993,1392713,2000776,1847406,3050061,3603624,2286727,2718895,2030123,1998300,2600152,1556978,1209609,2173256,2094526,2782410,2839488,2128219,2070184,1777168,1606547
LPC 20:5/0:0@3.277,Lysophophatidylcholine,HSSneg,HSSneg_LPC 20:5/0:0@3.277,C28H48NO7P,541.31684,3.23,,3304,8210,2826,1021597,2608129,1415909,5092235,3275354,5425658,9902730,3021604,5980430,3823625,3668687,5408920,7320078,3806489,733941,2945113,6450816,4219968,4104687,3121514,7940210,9778763,4366728,3556135,10741637,2996894,3038916,4660535,4979131,3566301,12187150,1713270,2764412,6637794,3364744,5487225,5521387,3739129,5061407,12931906,2654793,7805333,2026888,3427802,3859735,5165657,7258850,3793896,3705157,3180601,3933279,4177678,3297042,1430657,4440411,4795227,5249917,5009754,4550253,3688985,3553131,3265572
LPC 20:5/0:0@3.08,Lysophophatidylcholine,HSSneg,HSSneg_LPC 20:5/0:0@3.08,C28H48NO7P,541.31684,3.04,,2521,2689,187,143847,332087,182419,731234,495023,726918,1317242,402218,886017,506356,472054,713194,1014238,503429,98205,419435,879678,577691,523092,429415,1061234,1309935,619405,500774,1483668,392837,403122,694284,675749,517634,1672323,231911,340375,916529,469030,754276,720051,511838,699482,1878370,360225,1147685,274860,469328,536823,669050,985072,503224,499380,453140,551928,618948,416453,192917,585307,627245,676556,705319,582965,499636,477083,454279
LPC 22:4/0:0@5.708,Lysophophatidylcholine,HSSneg,HSSneg_LPC 22:4/0:0@5.708,C30H54NO7P,571.36379,5.61,,1350,6776,1023,54502,171054,162011,292515,259540,266935,549446,194398,427972,224381,166466,325279,307064,234057,84648,165471,434385,262977,379567,268727,443964,414529,359089,295219,561533,199955,241769,251402,276786,229924,553235,142187,167030,375106,215143,346002,284178,226595,227883,509769,155895,304999,137795,153245,281817,328420,405428,235173,208401,237964,272724,200414,190245,109447,267740,209610,318617,336045,289898,228851,195969,204938
LPC 22:4/0:0@5.669,Lysophophatidylcholine,HSSneg,HSSneg_LPC 22:4/0:0@5.669,C30H54NO7P,571.36379,5.61,,1227,5077,1701,62151,156500,167981,284525,228493,239399,516828,199817,368557,232914,154728,276016,301260,215407,84291,152506,384963,223765,352776,254120,429741,379340,305288,279542,531229,206622,221565,199569,278539,238740,543152,139752,147555,337943,211411,307244,267288,191335,234993,470843,161554,297510,132693,177289,263251,317609,346144,220965,174830,248901,276034,192096,168273,100147,256228,194544,321339,323735,273142,181882,200611,169697
LPC 22:5/0:0@4.484,Lysophophatidylcholine,HSSneg,HSSneg_LPC 22:5/0:0@4.484,C30H52NO7P,569.34814,4.39,,3772,3100,747,617451,1817277,1401021,2810440,3138331,2392855,5962737,2074736,4001290,2742170,1956771,2914433,4812375,3521586,807963,1873481,4756013,2577038,3630328,2656446,4514471,5632905,3540625,2324133,5950536,1961484,2594364,2771548,2931644,2189378,7178041,2030598,2010388,4981108,1940753,3234327,3857571,2604555,2884023,6241259,1951074,3344866,1546310,2542788,2806559,4210602,5356021,2765455,2710439,1745786,2163164,1999458,2476642,960360,3258658,2954017,3310933,3332696,3018171,2345119,2230117,2066666
LPC 22:5/0:0@5.031,Lysophophatidylcholine,HSSneg,HSSneg_LPC 22:5/0:0@5.031,C30H52NO7P,569.34814,4.93,,4236,2257,2601,120713,326077,286759,642959,532671,532879,1173100,392697,865386,492764,368769,513363,879358,759620,159811,394257,863061,534547,916350,554216,943438,1104024,728786,621581,1424334,364092,563622,475241,634220,578811,1308918,338031,374004,825260,414918,705709,767123,516254,533807,1102875,308380,649928,313761,451127,444833,775030,1019359,641989,525174,551618,548816,350366,381808,183440,556077,521763,670540,686224,588293,462929,421849,420952
LPC 22:5/0:0@5.055,Lysophophatidylcholine,HSSneg,HSSneg_LPC 22:5/0:0@5.055,C30H52NO7P,569.34814,4.93,,2739,3328,3230,146180,350784,307818,661947,537200,547331,1182832,420153,929419,515127,390727,505338,895119,777974,184635,369201,904889,519113,953172,592584,962328,1158011,711391,649576,1474898,398579,599968,475206,678992,610606,1312630,380615,393477,894062,467382,713456,774637,548060,541399,1168057,365331,653344,304623,487273,497891,795048,1070045,687784,515683,550818,578142,376490,390247,177875,624642,522790,688600,698038,584835,463890,439324,404301
LPC 22:6/0:0@3.923,Lysophophatidylcholine,HSSneg,HSSneg_LPC 22:6/0:0@3.923,C30H50NO7P,567.33249,3.84,,2564,3210,1360,3896017,8018549,10985515,12498496,16006326,9123984,27848026,14362751,16618006,12785973,8541199,13661261,28142904,24103636,6465793,15544687,18697072,13404055,26096494,17965568,18750156,24103476,16628703,15657055,27589084,12880783,16092181,9074312,15264203,13149702,27515138,21513448,15512244,19265584,11549065,18526728,18734812,16019397,10675063,26136352,10510245,14175519,9900865,10706357,13869579,21710148,25444594,17344016,23581324,16859376,12428395,14918132,8666346,8161574,14679573,12064114,18288988,18409098,15870709,13146484,10761049,9778826
LPC 22:6/0:0@3.676,Lysophophatidylcholine,HSSneg,HSSneg_LPC 22:6/0:0@3.676,C30H50NO7P,567.33249,3.61,,3512,531,1929,533240,1193659,1573839,1819152,2332469,1332590,4194925,2136958,2891151,1919269,1253728,1987176,4437001,3687065,918230,2395412,2812651,1990488,3758549,2636781,2941889,3685147,2482101,2369078,4307061,1864255,2427843,1563946,2138406,1882222,4268810,3187348,2246018,2890494,1740161,2633997,2680625,2347589,1588955,3965866,1455890,2196215,1462037,1634950,2041876,3282450,3922054,2439021,3624720,2497662,1787494,2425259,1272150,1136153,2102468,1834620,2772414,2719287,2245350,1963539,1577269,1453587
LPE 16:0@5.374,Lysophosphatidylethanolamine,HSSneg,HSSneg_LPE 16:0@5.374,C21H44NO7P,453.28554,5.29,,1463,466,257,669853,1160910,1416158,2272627,2958768,2458935,1830407,2142932,3494845,1631108,1799943,2975687,5237133,2422508,1131580,1682476,4390235,2141997,2049645,2376600,1940510,1603096,2050931,3807423,2583830,1982499,2195249,2194394,2979428,1775701,2537162,2705917,2226107,4437601,2210772,1859147,1743629,2502847,1808890,3333415,1885968,1914363,1757608,1683665,2414920,1710268,2602382,2300069,2665909,2765088,2665258,1470314,3889727,1620242,1727329,3379236,2726158,2677326,2328356,1911676,1755087,1672151
LPE 18:0@7.797,Lysophosphatidylethanolamine,HSSneg,HSSneg_LPE 18:0@7.797,C23H48NO7P,481.31684,7.68,,5793,4785,4433,1353421,1849409,2467145,3419693,5815462,3325043,3758240,2752249,5122466,2562605,2460317,4065387,9982778,4439388,1994800,3206183,6386476,3154394,4158161,4165317,3116792,2909660,4246037,4777425,4222347,3673663,3311893,3068784,4094407,2958488,4353061,4628112,4080154,5024669,3114315,2246922,2710809,3782996,2662835,5336625,3373821,3318025,2495284,2999178,3719137,3209719,4768396,3329482,4935416,3899981,3655896,3061079,6310143,3076278,2328302,6004263,4528212,4527102,3669527,3360122,2801475,2730537
LPE 18:0@7.303,Lysophosphatidylethanolamine,HSSneg,HSSneg_LPE 18:0@7.303,C23H48NO7P,481.31684,7.19,,5292,1190,1663,189809,231957,336670,438764,757052,399046,466389,338774,648530,324517,336084,523044,1406846,576877,269811,444770,804891,395802,535942,522488,372035,370460,569313,625568,513993,480247,420696,383591,514991,379241,554392,616216,531418,656585,421969,318864,349227,513453,331477,654519,443412,448672,329927,394216,486086,413208,617731,422968,666362,524210,488084,391751,877275,390561,316768,827218,602638,589755,480515,401107,371110,355604
LPE 18:1@5.821,Lysophosphatidylethanolamine,HSSneg,HSSneg_LPE 18:1@5.821,C23H46NO7P,479.30119,5.73,,2060,5116,3407,486406,493234,745573,1161819,1682142,1519002,854651,1008370,2726240,885907,995715,1563866,3540360,1019464,713177,775879,2582797,1334609,768277,1470219,1524107,882660,1310773,2110797,1616390,1283015,1207081,1103654,1599648,1029502,1162977,479201,987606,2520673,1520306,842355,1016285,1487877,936401,1613799,993709,844739,1060170,1103117,1303199,790973,1535999,1389400,1360393,1278703,1237052,629062,2206665,1052446,803591,2288433,1498509,1499140,1223664,1087020,912144,896283
LPE 18:2@4.393,Lysophosphatidylethanolamine,HSSneg,HSSneg_LPE 18:2@4.393,C23H44NO7P,477.28554,4.31,,3280,5371,3398,1478757,1407166,2897097,3304825,6935343,2953968,1798864,2931383,7799931,1859616,2884244,4169736,12610043,3984698,3256096,2687189,7062816,4160810,2729493,5597843,2746880,1853857,4941132,8215949,2672764,4992692,4741890,2621251,4830647,2978239,2556457,1760010,4194587,6003845,5067769,2115288,2737269,4542697,2288594,3525917,3604053,2448410,3727196,3348600,3837795,2533375,4768753,5319274,5635537,4390461,4121440,2539755,6960143,4464722,1940264,7193483,4375673,4431996,3926314,3304800,2796978,2614883
LPE 20:4@4.253,Lysophosphatidylethanolamine,HSSneg,HSSneg_LPE 20:4@4.253,C25H44NO7P,501.28554,4.16,,4833,58,3177,876379,766481,2365515,1911013,4072949,1486850,1086746,1898611,3479700,1022105,1707548,2658846,7627730,2533931,1524681,1456099,3451377,3144514,2201770,3615867,2163289,1210784,2465462,3548245,2203825,2496091,2982942,1338184,2474107,1812681,2081552,3182556,2763144,3178376,2785049,1224894,1531046,2489806,1164325,2943053,2735110,2153593,1763967,2509257,2638558,2286415,2936480,3165420,3415749,2907449,2172167,1857877,3800833,2411515,1099354,4685825,2734120,2813966,2369128,2110345,1738126,1678187
LPE 20:5@3.337,Lysophosphatidylethanolamine,HSSneg,HSSneg_LPE 20:5@3.337,C25H42NO7P,499.26989,3.28,,2911,571,4752,159793,121745,211691,319069,674822,272000,213142,230780,603891,122302,406648,400203,1525669,382380,113587,267358,574120,552850,232983,456739,251390,224837,330687,530013,275362,382549,462791,239330,387914,287979,419722,271400,440177,671860,452190,197982,257730,397980,226490,717012,454989,485305,258632,426260,374044,369109,538849,502332,442314,347279,371813,266235,706372,342789,187451,1013128,473171,462234,414544,323053,273069,258884
LPE 20:5@3.261,Lysophosphatidylethanolamine,HSSneg,HSSneg_LPE 20:5@3.261,C25H42NO7P,499.26989,3.28,,2911,571,4752,159793,121745,211691,319069,674822,272000,213142,230780,603891,122302,406648,400203,1525669,382380,113587,267358,574120,552850,232983,456739,251390,224837,330687,530013,275362,382549,462791,239330,387914,287979,419722,271400,440177,671860,452190,197982,257730,397980,226490,717012,454989,485305,258632,426260,374044,369109,538849,502332,442314,347279,371813,266235,706372,342789,187451,1013128,473171,462234,414544,323053,273069,258884
LPE 22:5@4.551,Lysophosphatidylethanolamine,HSSneg,HSSneg_LPE 22:5@4.551,C27H46NO7P,527.30119,4.45,,293,2071,346,162090,184804,299956,373616,821434,322199,276585,327931,748544,211781,339029,457700,1049989,308166,209717,186947,656796,513399,269345,507697,368384,215625,397319,592897,325742,359214,516482,254546,371909,307800,317701,258113,383770,818273,438517,268681,255003,456112,277875,538057,452877,332098,266767,386831,531260,376939,420534,499240,375231,372328,373919,163382,785118,277500,276351,853112,459391,464750,381772,321613,301217,272126
